Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.11298868139917E+00002, 0.96078717466528E-00002, 0.96013610837670E-00002, 0.60811320263733E-00001, 0.60786673432420E-00001, 0.76710875371284E+00001, 0.96078571763364E-00002, 0.96078717466528E-00002, 0.96078594045325E-00002, -.64983207654535E-00005, 0.57675497537736E+00002, 0.10003607695006E+00001, 0.20134765997106E+00000, -.10672641554258E+00002, 0.96078426060197E-00002, 0.24684240014928E-00007
0.11328712415216E+00002, 0.95568845367915E-00002, 0.95507660038454E-00002, 0.60525076484135E-00001, 0.60500840415103E-00001, 0.76305124861139E+00001, 0.95568706086964E-00002, 0.95568845367915E-00002, 0.95568725801085E-00002, -.61065762631568E-00005, 0.56462640415874E+00002, 0.10003623710202E+00001, 0.20087322118546E+00000, -.10672645558914E+00002, 0.95568566806009E-00002, 0.23913365978977E-00007
0.11358598246287E+00002, 0.95057113601850E-00002, 0.94985653781763E-00002, 0.60239898434064E-00001, 0.60216154748487E-00001, 0.75897887211218E+00001, 0.95056979804156E-00002, 0.95057113601850E-00002, 0.95056997023123E-00002, -.71343241359694E-00005, 0.54063682271657E+00002, 0.10003639636967E+00001, 0.20039943185892E+00000, -.10672649547752E+00002, 0.95056846006465E-00002, 0.23315744902765E-00007
0.11388505300969E+00002, 0.94546446150448E-00002, 0.94480607717552E-00002, 0.59956039319118E-00001, 0.59932807006494E-00001, 0.75491478986970E+00001, 0.94546317450067E-00002, 0.94546446150448E-00002, 0.94546332690007E-00002, -.65724972455437E-00005, 0.50881789707900E+00002, 0.10003655470820E+00001, 0.19992671877318E+00000, -.10672653517996E+00002, 0.94546188749684E-00002, 0.22692088576206E-00007
0.11418427184104E+00002, 0.94039674674103E-00002, 0.93980713755678E-00002, 0.59673594349928E-00001, 0.59650816546618E-00001, 0.75088121612233E+00001, 0.94039553874595E-00002, 0.94039674674103E-00002, 0.94039566516907E-00002, -.58852761228390E-00005, 0.47404826490831E+00002, 0.10003671231197E+00001, 0.19945524869826E+00000, -.10672657468869E+00002, 0.94039433075085E-00002, 0.21631439274567E-00007
0.11448346300355E+00002, 0.93539614778402E-00002, 0.93478345125902E-00002, 0.59392751831120E-00001, 0.59370356414946E-00001, 0.74690028036417E+00001, 0.93539496255879E-00002, 0.93539614778402E-00002, 0.93539508507338E-00002, -.61163381436554E-00005, 0.43652982037698E+00002, 0.10003686928889E+00001, 0.19898534591123E+00000, -.10672661398264E+00002, 0.93539377733350E-00002, 0.21254213254554E-00007
0.11478265971533E+00002, 0.93048327479388E-00002, 0.92994833026982E-00002, 0.59113412927975E-00001, 0.59091369688753E-00001, 0.74298860053826E+00001, 0.93048206376928E-00002, 0.93048327479388E-00002, 0.93048219965506E-00002, -.53386938523748E-00005, 0.43895884975514E+00002, 0.10003702564619E+00001, 0.19851685558658E+00000, -.10672665306954E+00002, 0.93048085274466E-00002, 0.21502776772448E-00007
0.11500000000000E+00002, 0.92698061774507E-00002, 0.92651011410105E-00002, 0.58911388052978E-00001, 0.58889605946087E-00001, 0.74019961106940E+00001, 0.92697944046505E-00002, 0.92698061774507E-00002, 0.92697957470453E-00002, -.46946060347908E-00005, 0.43434546745942E+00002, 0.10003713872878E+00001, 0.19817734154536E+00000, -.10672668133465E+00002, 0.92697826318496E-00002, 0.20860811385249E-00007
0.11508040848513E+00002, 0.92570329523795E-00002, 0.92523221137828E-00002, 0.58836832924444E-00001, 0.58815150156619E-00001, 0.73918252405363E+00001, 0.92570214284512E-00002, 0.92570329523795E-00002, 0.92570227429074E-00002, -.47006291246755E-00005, 0.43267697508164E+00002, 0.10003718044099E+00001, 0.19805190047804E+00000, -.10672669176489E+00002, 0.92570099045224E-00002, 0.20418944535951E-00007
0.11537948514552E+00002, 0.92100588514259E-00002, 0.92043696660886E-00002, 0.58560424068773E-00001, 0.58539123718451E-00001, 0.73544180970884E+00001, 0.92100477007110E-00002, 0.92100588514259E-00002, 0.92100490715921E-00002, -.56794055034879E-00005, 0.43693464243957E+00002, 0.10003733495219E+00001, 0.19758613998081E+00000, -.10672673043431E+00002, 0.92100365499972E-00002, 0.19559667185451E-00007
0.11567819316871E+00002, 0.91642086753617E-00002, 0.91584488782248E-00002, 0.58285747672591E-00001, 0.58264848510876E-00001, 0.73179043413303E+00001, 0.91641975875831E-00002, 0.91642086753617E-00002, 0.91641991360509E-00002, -.57502578261122E-00005, 0.43194183812507E+00002, 0.10003748829611E+00001, 0.19712220857900E+00000, -.10672676886172E+00002, 0.91641864998039E-00002, 0.19078621968643E-00007
0.11597682611932E+00002, 0.91191749272016E-00002, 0.91143849443749E-00002, 0.58012464205000E-00001, 0.57991979073640E-00001, 0.72820433409029E+00001, 0.91191636984592E-00002, 0.91191749272016E-00002, 0.91191654124144E-00002, -.47804680394318E-00005, 0.43284837999630E+00002, 0.10003764079123E+00001, 0.19665954372129E+00000, -.10672680708971E+00002, 0.91191524697166E-00002, 0.19029574190565E-00007
0.11627529035310E+00002, 0.90748339210079E-00002, 0.90701166244221E-00002, 0.57740671622378E-00001, 0.57720582736381E-00001, 0.72467368600668E+00001, 0.90748231824614E-00002, 0.90748339210079E-00002, 0.90748248502877E-00002, -.47082258656335E-00005, 0.42851048412321E+00002, 0.10003779260379E+00001, 0.19619832079196E+00000, -.10672684510933E+00002, 0.90748124439146E-00002, 0.18141440109890E-00007
0.11657383942726E+00002, 0.90308729606980E-00002, 0.90269308571043E-00002, 0.57470169023097E-00001, 0.57450419026970E-00001, 0.72117259903014E+00001, 0.90308622246912E-00002, 0.90308729606980E-00002, 0.90308639906749E-00002, -.39331335706095E-00005, 0.42758809492863E+00002, 0.10003794394174E+00001, 0.19573820785784E+00000, -.10672688295544E+00002, 0.90308514886838E-00002, 0.17940045701633E-00007
0.11687233009832E+00002, 0.89868980268422E-00002, 0.89838839877001E-00002, 0.57201047755388E-00001, 0.57181587427390E-00001, 0.71766923640766E+00001, 0.89868874492441E-00002, 0.89868980268422E-00002, 0.89868893235248E-00002, -.30053358246377E-00005, 0.42300204863013E+00002, 0.10003809460221E+00001, 0.19527936869246E+00000, -.10672692061055E+00002, 0.89868768716460E-00002, 0.17406633961541E-00007
0.11717090330243E+00002, 0.89426761368272E-00002, 0.89384559430236E-00002, 0.56933152028987E-00001, 0.56914001916335E-00001, 0.71414559895647E+00001, 0.89426660317317E-00002, 0.89426761368272E-00002, 0.89426678109308E-00002, -.42118679071309E-00005, 0.42176020874609E+00002, 0.10003824446168E+00001, 0.19482154574377E+00000, -.10672695809196E+00002, 0.89426559266365E-00002, 0.16651793089589E-00007
0.11746945491966E+00002, 0.88978578189798E-00002, 0.88928401388760E-00002, 0.56666567285234E-00001, 0.56647804867201E-00001, 0.71057468491159E+00001, 0.88978482129753E-00002, 0.88978578189798E-00002, 0.88978498486969E-00002, -.50097098208914E-00005, 0.41696801509459E+00002, 0.10003839338111E+00001, 0.19436489272368E+00000, -.10672699538477E+00002, 0.88978386069711E-00002, 0.15940566721911E-00007
0.11776835753762E+00002, 0.88521999335234E-00002, 0.88485536896239E-00002, 0.56400964244593E-00001, 0.56382636144215E-00001, 0.70693703256041E+00001, 0.88521908326534E-00002, 0.88521999335234E-00002, 0.88521923550501E-00002, -.36386654262041E-00005, 0.40826761862632E+00002, 0.10003854162268E+00001, 0.19390885186017E+00000, -.10672703253223E+00002, 0.88521817317837E-00002, 0.15156947070707E-00007
0.11806755967576E+00002, 0.88053322900805E-00002, 0.88024977842822E-00002, 0.56136494763449E-00001, 0.56118546032297E-00001, 0.70320192234749E+00001, 0.88053232159175E-00002, 0.88053322900805E-00002, 0.88053247416527E-00002, -.28269573704585E-00005, 0.40295343802750E+00002, 0.10003868932474E+00001, 0.19345368914109E+00000, -.10672706952342E+00002, 0.88053141417545E-00002, 0.15096855870672E-00007
0.11836635630732E+00002, 0.87570769941577E-00002, 0.87540076854368E-00002, 0.55873928041910E-00001, 0.55856230443092E-00001, 0.69935443060359E+00001, 0.87570677476250E-00002, 0.87570769941577E-00002, 0.87570693090571E-00002, -.30616236203395E-00005, 0.40069114954900E+00002, 0.10003883622193E+00001, 0.19300073927649E+00000, -.10672710626585E+00002, 0.87570585010925E-00002, 0.15370200843302E-00007
0.11866465036975E+00002, 0.87072332084751E-00002, 0.87042810845618E-00002, 0.55613359986563E-00001, 0.55595819784413E-00001, 0.69537924677808E+00001, 0.87072242547568E-00002, 0.87072332084751E-00002, 0.87072256865612E-00002, -.29446019993701E-00005, 0.39819209411736E+00002, 0.10003898215896E+00001, 0.19255018391156E+00000, -.10672714274210E+00002, 0.87072153010381E-00002, 0.15043828182084E-00007
0.11896265500115E+00002, 0.86558010588153E-00002, 0.86519166969028E-00002, 0.55354540146544E-00001, 0.55337179818064E-00001, 0.69127766293866E+00001, 0.86557924308387E-00002, 0.86558010588153E-00002, 0.86557938103316E-00002, -.38771134288204E-00005, 0.39237831307096E+00002, 0.10003912703106E+00001, 0.19210160531438E+00000, -.10672717897185E+00002, 0.86557838028616E-00002, 0.14496967100814E-00007
0.11926056383595E+00002, 0.86026346938068E-00002, 0.85975328728444E-00002, 0.55097288134672E-00001, 0.55080221131896E-00001, 0.68703846631754E+00001, 0.86026258990471E-00002, 0.86026346938068E-00002, 0.86026273167135E-00002, -.50944438690619E-00005, 0.39274797452545E+00002, 0.10003927080738E+00001, 0.19165470362899E+00000, -.10672721497213E+00002, 0.86026171042873E-00002, 0.14754186736084E-00007
0.11955829076682E+00002, 0.85477383187133E-00002, 0.85438394465009E-00002, 0.54841708343161E-00001, 0.54825031096280E-00001, 0.68266128784654E+00001, 0.85477300306132E-00002, 0.85477383187133E-00002, 0.85477313619742E-00002, -.38919154732451E-00005, 0.39516276560045E+00002, 0.10003941347929E+00001, 0.19120967259906E+00000, -.10672725072537E+00002, 0.85477217425127E-00002, 0.13913478448515E-00007
0.11985605879116E+00002, 0.84911823379963E-00002, 0.84887988967313E-00002, 0.54587709668479E-00001, 0.54571416399475E-00001, 0.67815047977785E+00001, 0.84911745065779E-00002, 0.84911823379963E-00002, 0.84911757539356E-00002, -.23768572043538E-00005, 0.38925937948492E+00002, 0.10003955529023E+00001, 0.19076636612792E+00000, -.10672728625138E+00002, 0.84911666751595E-00002, 0.13168120916055E-00007
0.12000000000000E+00002, 0.84632604746627E-00002, 0.84609520164066E-00002, 0.54465559079668E-00001, 0.54449418541552E-00001, 0.67592289787098E+00001, 0.84632528227442E-00002, 0.84632604746627E-00002, 0.84632540320522E-00002, -.23020156455984E-00005, 0.38475912435455E+00002, 0.10003962356106E+00001, 0.19055280821803E+00000, -.10672730333946E+00002, 0.84632451708260E-00002, 0.12885220775972E-00007
0.12015269553380E+00002, 0.84332440858364E-00002, 0.84307776988579E-00002, 0.54336454575932E-00001, 0.54320444132546E-00001, 0.67352785931567E+00001, 0.84332364842589E-00002, 0.84332440858364E-00002, 0.84332376712317E-00002, -.24599723738397E-00005, 0.37892767399408E+00002, 0.10003969578558E+00001, 0.19032683218774E+00000, -.10672732140499E+00002, 0.84332288826809E-00002, 0.12829209631138E-00007
0.12045038800397E+00002, 0.83734034546725E-00002, 0.83709012646222E-00002, 0.54086172728613E-00001, 0.54070335536704E-00001, 0.66875245758738E+00001, 0.83733955024043E-00002, 0.83734034546725E-00002, 0.83733966894537E-00002, -.24954248315296E-00005, 0.37905335269917E+00002, 0.10003983593916E+00001, 0.18988798931407E+00000, -.10672735643881E+00002, 0.83733875501364E-00002, 0.13530437669826E-00007
0.12074784462327E+00002, 0.83119918413844E-00002, 0.83090201497086E-00002, 0.53837925001240E-00001, 0.53822230034932E-00001, 0.66385163336393E+00001, 0.83119839232825E-00002, 0.83119918413844E-00002, 0.83119849837503E-00002, -.29648340417853E-00005, 0.37099030118950E+00002, 0.10003997494523E+00001, 0.18945170888864E+00000, -.10672739119296E+00002, 0.83119760051800E-00002, 0.13715268461695E-00007
0.12104531347754E+00002, 0.82490833685523E-00002, 0.82446121321837E-00002, 0.53591478437299E-00001, 0.53575996200184E-00001, 0.65883167299299E+00001, 0.82490755238253E-00002, 0.82490833685523E-00002, 0.82490765163272E-00002, -.44643841435665E-00005, 0.36896524780369E+00002, 0.10004011275109E+00001, 0.18901759783558E+00000, -.10672742569006E+00002, 0.82490676790980E-00002, 0.13704449961362E-00007
0.12134299902452E+00002, 0.81846470166314E-00002, 0.81802388954558E-00002, 0.53346676833383E-00001, 0.53331506651771E-00001, 0.65368994064064E+00001, 0.81846391970451E-00002, 0.81846470166314E-00002, 0.81846401583174E-00002, -.44012628615939E-00005, 0.36323346034302E+00002, 0.10004024942696E+00001, 0.18858539503964E+00000, -.10672745994724E+00002, 0.81846313774586E-00002, 0.13716627787997E-00007
0.12164095251282E+00002, 0.81186081684363E-00002, 0.81157294996374E-00002, 0.53103545137176E-00001, 0.53088710182351E-00001, 0.64841991410455E+00001, 0.81186002615823E-00002, 0.81186081684363E-00002, 0.81186012957885E-00002, -.28717961510438E-00005, 0.35809908622972E+00002, 0.10004038512072E+00001, 0.18815515784794E+00000, -.10672749396350E+00002, 0.81185923547277E-00002, 0.13745295851945E-00007
0.12193934663588E+00002, 0.80508482007914E-00002, 0.80480964374785E-00002, 0.52862103382496E-00001, 0.52847521645666E-00001, 0.64301169762366E+00001, 0.80508397927914E-00002, 0.80508482007914E-00002, 0.80508409932753E-00002, -.27445557968648E-00005, 0.34936655808147E+00002, 0.10004052005888E+00001, 0.18772693534759E+00000, -.10672752775111E+00002, 0.80508313847910E-00002, 0.14415032810514E-00007
0.12223821113956E+00002, 0.79812926544844E-00002, 0.79781918793991E-00002, 0.52622445889097E-00001, 0.52608012216461E-00001, 0.63745968484581E+00001, 0.79812830285861E-00002, 0.79812926544844E-00002, 0.79812845054276E-00002, -.30926260284911E-00005, 0.34559747998610E+00002, 0.10004065424540E+00001, 0.18730090921491E+00000, -.10672756130544E+00002, 0.79812734026877E-00002, 0.16298113641858E-00007
0.12253730860425E+00002, 0.79100139112055E-00002, 0.79070564588373E-00002, 0.52384727527348E-00001, 0.52370421629685E-00001, 0.63177081659767E+00001, 0.79100038601010E-00002, 0.79100139112055E-00002, 0.79100054164988E-00002, -.29489576614836E-00005, 0.34012966636639E+00002, 0.10004078737436E+00001, 0.18687737071379E+00000, -.10672759459161E+00002, 0.79099938089966E-00002, 0.16989413290839E-00007
0.12283624745729E+00002, 0.78371154046632E-00002, 0.78333178327150E-00002, 0.52149213549141E-00001, 0.52135119169262E-00001, 0.62595391107942E+00001, 0.78371049875221E-00002, 0.78371154046632E-00002, 0.78371065328942E-00002, -.37887001791807E-00005, 0.33777555884471E+00002, 0.10004091906462E+00001, 0.18645681099411E+00000, -.10672762755900E+00002, 0.78370945703818E-00002, 0.17743537946113E-00007
0.12313508416574E+00002, 0.77627509540084E-00002, 0.77583866082616E-00002, 0.51915902659963E-00001, 0.51902124665752E-00001, 0.62002119476060E+00001, 0.77627400342066E-00002, 0.77627509540084E-00002, 0.77627416405233E-00002, -.43550322616830E-00005, 0.33338299046122E+00002, 0.10004104929283E+00001, 0.18603924793792E+00000, -.10672766020750E+00002, 0.77627291144048E-00002, 0.18626969778481E-00007
0.12343385270017E+00002, 0.76873213148080E-00002, 0.76838915470766E-00002, 0.51684845968101E-00001, 0.51671414992778E-00001, 0.61400412098165E+00001, 0.76873103556042E-00002, 0.76873213148080E-00002, 0.76873119521578E-00002, -.34204050812383E-00005, 0.32874533498075E+00002, 0.10004117818798E+00001, 0.18562479354530E+00000, -.10672769253538E+00002, 0.76872993964000E-00002, 0.18725300578812E-00007
0.12373269303146E+00002, 0.76111485408576E-00002, 0.76079529665757E-00002, 0.51456037061254E-00001, 0.51442893781266E-00001, 0.60792765057107E+00001, 0.76111380797722E-00002, 0.76111485408576E-00002, 0.76111395110969E-00002, -.31865445211606E-00005, 0.33119773974587E+00002, 0.10004130596841E+00001, 0.18521345714473E+00000, -.10672772455388E+00002, 0.76111276186864E-00002, 0.18059521172533E-00007
0.12403168602200E+00002, 0.75347207145657E-00002, 0.75308212725960E-00002, 0.51229487719061E-00001, 0.51216551305410E-00001, 0.60183026072199E+00001, 0.75347102779918E-00002, 0.75347207145657E-00002, 0.75347116592359E-00002, -.38903866399529E-00005, 0.33228244870789E+00002, 0.10004143271659E+00001, 0.18480528080308E+00000, -.10672775626932E+00002, 0.75346998414182E-00002, 0.18110659548379E-00007
0.12433087475873E+00002, 0.74585146137404E-00002, 0.74548856434239E-00002, 0.51005114358039E-00001, 0.50992352863811E-00001, 0.59575037481498E+00001, 0.74585038202640E-00002, 0.74585146137404E-00002, 0.74585052682736E-00002, -.36196248497385E-00005, 0.33626691287759E+00002, 0.10004155833286E+00001, 0.18440013441434E+00000, -.10672778768601E+00002, 0.74584930267871E-00002, 0.18690933570638E-00007
0.12463038685335E+00002, 0.73830347595667E-00002, 0.73791882001823E-00002, 0.50782740904272E-00001, 0.50770177944372E-00001, 0.58972917460051E+00001, 0.73830243921820E-00002, 0.73830347595667E-00002, 0.73830256900282E-00002, -.38374898458884E-00005, 0.33791731072753E+00002, 0.10004168270877E+00001, 0.18399771901534E+00000, -.10672781881867E+00002, 0.73830140247973E-00002, 0.18139077051338E-00007
0.12493036258424E+00002, 0.73086700616552E-00002, 0.73037358434533E-00002, 0.50562257048317E-00001, 0.50549934057687E-00001, 0.58379804705037E+00001, 0.73086602767635E-00002, 0.73086700616552E-00002, 0.73086614716305E-00002, -.49256281771638E-00005, 0.33906069803161E+00002, 0.10004180585315E+00001, 0.18359785229012E+00000, -.10672784968482E+00002, 0.73086504918717E-00002, 0.17180049626123E-00007
0.12500000000000E+00002, 0.72915790661560E-00002, 0.72866197130411E-00002, 0.50511389699759E-00001, 0.50499127242630E-00001, 0.58243504652130E+00001, 0.72915693600814E-00002, 0.72915790661560E-00002, 0.72915705505778E-00002, -.49508375367524E-00005, 0.33917199863651E+00002, 0.10004183424352E+00001, 0.18350547621213E+00000, -.10672785680572E+00002, 0.72915596540064E-00002, 0.17031156741300E-00007
0.12522904222746E+00002, 0.72359813220619E-00002, 0.72317912451189E-00002, 0.50344903605292E-00001, 0.50332847622699E-00001, 0.57800136553393E+00001, 0.72359720087915E-00002, 0.72359813220619E-00002, 0.72359731164603E-00002, -.41818713414583E-00005, 0.34047548979303E+00002, 0.10004192713037E+00001, 0.18320280857616E+00000, -.10672788011014E+00002, 0.72359626955212E-00002, 0.16411203026680E-00007
0.12552962962505E+00002, 0.71642914759512E-00002, 0.71609535293334E-00002, 0.50128295977368E-00001, 0.50116513173755E-00001, 0.57228440535476E+00001, 0.71642831521393E-00002, 0.71642914759512E-00002, 0.71642840310580E-00002, -.33305017245431E-00005, 0.33738711709096E+00002, 0.10004204797914E+00001, 0.18280827110640E+00000, -.10672791042590E+00002, 0.71642748283274E-00002, 0.14889786600539E-00007
